Component_ID,Lot_ID,Time_hr,Leakage_uA,Voltage_V,Current_mA,Prop_Delay_ns,Temperature_C,Defect_Label
C_00023,L_003,24,8.38312504453463,3.3113491394827173,17.861097125004115,4.2395647421614635,56.58269483154182,0
C_00023,L_003,96,8.657434648261912,3.2502297001219,17.32722262639776,4.263125917763985,57.373741270370424,0
C_00023,L_003,168,8.871531690480618,3.2624374135989775,16.665962022971257,4.193260179682694,64.07422197836603,0
C_00024,L_004,0,10.173004946283237,3.2609760411751387,17.866204486786064,4.203979098920629,54.328513256740614,0
C_00024,L_004,24,10.370257791589898,3.308616130655901,18.300746708148598,4.174607965853627,56.03953636067189,0
C_00024,L_004,96,10.936987883595506,3.2757462620087145,17.600536954928447,4.262002802024238,60.648807061521225,0
C_00024,L_004,168,11.312333626932677,3.2889366072026953,18.65477050932182,4.220259432672218,62.770387215965926,0
C_00025,L_005,0,8.421358199059394,3.288785894799291,18.20355027778941,4.13736963711278,54.56587542706699,0
C_00025,L_005,24,8.650638930341568,3.328695316518339,16.922582862794787,4.170680226138691,56.90782222603849,0
C_00025,L_005,96,9.06946923712788,3.3061916475277235,17.91934801854761,4.198436325813509,57.54766678994765,0
C_00025,L_005,168,9.725373197945606,3.274786598951422,18.318082338404572,4.2415066388154194,62.808978154343926,0
C_00026,L_006,0,9.060839750850864,3.297822645723687,17.86181255174944,4.169858896785705,55.35570160097039,0
C_00026,L_006,24,8.594211132457401,3.277780067169227,17.968193828256567,4.215514662282766,54.90414193816374,0
C_00026,L_006,96,9.051488197887215,3.322504614100499,18.332735702535427,4.202185496274549,59.632799041691165,0
C_00026,L_006,168,9.659070067172895,3.3046993396871525,17.34834273326323,4.212280789760624,62.21650062640234,0
C_00027,L_007,0,8.361557021105664,3.3334046525003043,18.561577493276744,4.189899306627882,55.227812071404934,0
C_00027,L_007,24,8.262086413126497,3.2710913084933666,17.867799485931542,4.159257536285783,56.579002348264034,0
C_00027,L_007,96,9.272727638060339,3.270584632014267,17.623141468161663,4.217989363303826,60.42870435058536,0
C_00027,L_007,168,8.910528781823743,3.3062259030576735,18.8195844828659,4.148929634072829,64.93333937819955,0
C_00028,L_008,0,7.704519787003573,3.306041492995521,17.20126707316104,4.220616416116033,54.3752939045735,0
C_00028,L_008,24,7.8655441717515195,3.284310311589077,17.713523122603995,4.223788121575039,55.449810478030365,0
C_00028,L_008,96,7.95047791069315,3.2578600670653795,18.242115497967713,4.167199106504453,60.48694035023289,0
C_00028,L_008,168,7.847224179295341,3.3111580536885765,17.637030493061683,4.163694613989579,63.282331333905915,0
C_00029,L_009,0,9.230886288361472,3.2889836894607565,18.01444845328692,4.2107565379071445,54.263227838328525,0
C_00029,L_009,24,9.17078460792177,3.2866636913208818,17.814762755002707,4.256648562734991,55.39925802190281,0
C_00029,L_009,96,9.00059755425878,3.340273424875297,19.14719757867315,4.192360657953456,58.32272530841365,0
C_00029,L_009,168,9.727928836827127,3.292844426253983,17.914534271539985,4.170464478323126,60.675794351255774,0
C_00030,L_010,0,9.016548211438614,3.3513171245486473,18.077382149596676,4.18650699351726,53.20671325621683,0
C_00030,L_010,24,9.126780267164131,3.256733209862319,18.073975816339786,4.186524299164345,55.97245328556812,0
C_00030,L_010,96,9.360706705153662,3.341697190277988,17.503316685998097,4.232061795243541,61.78881858697582,0
C_00030,L_010,168,9.611653040751658,3.3044349028659235,18.54563347657422,4.202048331828536,63.383280316549474,0
C_00031,L_011,0,7.254004776621667,3.2979603057578717,17.232456502793017,4.135373666427173,53.91709228624899,0
C_00031,L_011,24,8.094524647441608,3.2358813914544857,18.710322673616517,4.213037647353827,56.721337345487775,0
C_00031,L_011,96,10.57054817627462,3.320895197407858,19.585779208723622,4.303875519878792,58.71477878258479,0
C_00031,L_011,168,13.49632778120522,3.295826801747286,20.867549140240357,4.240003408049926,63.504226318469925,1
C_00032,L_012,0,9.304968935231482,3.3197700430294748,18.67426849813353,4.181646380274028,54.47751103246725,0
C_00032,L_012,24,10.040852489537935,3.2938559624996775,18.42842414391295,4.112071765518095,57.06170009807687,0
C_00032,L_012,96,11.622816898865503,3.2419910996903463,17.566362700034038,4.171965183937592,64.29366822941401,0
C_00032,L_012,168,13.743318949214608,3.2938734837202324,17.536133825877982,4.212721818351459,72.7586744145774,1
C_00033,L_013,0,9.364960347678304,3.29446159710673,18.291368110819263,4.199454128328188,53.90731013929426,0
C_00033,L_013,24,9.15311375740855,3.299697883730293,17.90518949353658,4.296364363035836,56.98485352056463,0
C_00033,L_013,96,9.687881493066063,3.2912261904445503,17.539973873258702,4.776152842523067,57.69525503398614,0
C_00033,L_013,168,9.37893270333044,3.2625840327524167,17.58470110114713,5.273447154668813,64.35362262881917,1
C_00034,L_014,0,8.541294430494814,3.3111953429180674,18.026223448920952,4.221949552754565,53.63180689704852,0
C_00034,L_014,24,8.924624527559814,3.3039529771226275,18.349995325088216,4.234423188420636,55.917651953743004,0
C_00034,L_014,96,8.86529362310005,3.3250436349412875,,4.167746507790896,57.62758217815845,0
C_00034,L_014,168,9.682871537106122,3.323270955658763,18.808917535095443,4.235651902884058,60.76819751214524,0
C_00035,L_015,0,8.245930665690667,3.2746233023567792,18.92194004288848,4.271406736082885,55.01374155000479,0
C_00035,L_015,24,8.203991604429955,3.3213754831074316,18.287831884274055,4.219844682111019,57.50611556312366,0
C_00035,L_015,96,8.693950572687383,3.318500355907608,18.286607827517493,4.222203084891514,61.071026891881104,0
C_00035,L_015,168,8.804474651843005,3.286095201028772,17.42407156906199,4.282272664772033,60.85966664434298,0
C_00036,L_016,0,10.028409260391468,3.3003013295150456,18.091258774604,4.156261145181521,55.30625610022705,0
C_00036,L_016,24,9.966791274228376,3.267433697079138,17.976961299682532,4.198953674588585,56.61924670825575,0
C_00036,L_016,96,10.628755411720368,3.3002861359772866,18.111954289410487,4.210339923695597,61.72850197140214,0
C_00036,L_016,168,10.784835322534034,3.2962237030598267,17.66425578450637,4.164987378443074,62.75650321824534,0
C_00037,L_017,0,8.92577203543415,3.324892534647498,18.476650682503344,4.24103347371541,52.85595098635831,0
C_00037,L_017,24,8.917125292588706,3.2729075293160483,18.15507220713766,4.217314058517464,56.189552991138896,0
C_00037,L_017,96,9.631364333004367,3.2966942835867203,17.44010735451261,4.195807164690994,61.116225905354646,0
C_00037,L_017,168,9.761127556092337,3.2855526472980583,18.113798166736455,4.1948416903435755,63.26067743377263,0
C_00038,L_018,0,8.209292531408341,3.306830100571303,17.48725694950879,4.180750355045384,54.51760890384495,0
C_00038,L_018,24,8.06433616426016,3.2470836387757367,17.16216968104087,4.2033072550059245,57.8681894707569,0
C_00038,L_018,96,8.576810728056092,3.3303547457232123,16.797224505103678,4.224408783548662,59.608529305067805,0
C_00038,L_018,168,8.719450349832387,3.2905048372052526,17.66119863724712,4.179226158156899,64.87372584216429,0
C_00039,L_019,0,8.331147535976644,3.3476265053516117,18.016009414643083,4.270147641068044,57.20486401058503,0
C_00039,L_019,24,8.563822041121199,3.3091368618160706,19.43048415571539,4.236194280136649,56.03089876327296,0
C_00039,L_019,96,9.160496356929604,3.290954186572891,17.779612417694455,4.244915482967113,58.72271113548681,0
C_00039,L_019,168,9.482065512739137,3.300349630546632,18.151462406972446,4.231998635897446,63.03730270532538,0
C_00040,L_020,0,7.019509302705515,3.2985397189035326,18.037791451491504,4.172259753417109,53.82157669620364,0
C_00040,L_020,24,7.1442893530899365,3.2898264062806857,17.73680663928015,4.2002793663292834,57.14009537205872,0
C_00040,L_020,96,7.524733359895933,3.3181070669364057,18.028351065750616,4.132893578438953,59.906065713005255,0
C_00040,L_020,168,8.024209825892367,3.294475817055341,17.953460948891415,4.213880701738791,60.64969027152356,0
C_00041,L_001,0,8.296937000934982,3.2726669035528153,18.130012500225916,4.249797895145858,53.66667411889893,0
C_00041,L_001,24,8.191930620072151,3.2574001784347404,17.625133474741794,4.179833701643049,55.625249816969735,0
C_00041,L_001,96,9.05221530724875,3.2922063417294387,18.47220282474453,4.1815307363441745,59.081362218722894,0
C_00041,L_001,168,9.53450241513716,3.2616089482518467,18.175361267394003,4.219102127349051,61.96521844862935,0
C_00042,L_002,0,8.632643927751618,3.2943642137692972,17.425342599763397,4.202796783239793,54.25335106564634,0
C_00042,L_002,24,8.27810370380579,3.309925832500387,18.250011939892556,4.177256149132687,54.85136290247463,0
C_00042,L_002,96,9.07665965092084,3.335907543914082,18.238236033206576,4.263108577054857,60.75631474548425,0
C_00042,L_002,168,9.265973573788726,3.278324868591914,18.053651637507325,4.19214203123213,60.74304188643113,0
C_00043,L_003,0,8.338172127729427,3.294193266751894,18.034070979580576,4.200240667217443,54.796336244295546,0
C_00043,L_003,24,8.634823976420195,3.341184849940083,18.139329036859124,4.225724732584282,56.68084602202494,0
C_00043,L_003,96,8.893388134546438,3.3235072366220897,18.38968588728772,4.2170358178832315,58.19039116040589,0
C_00043,L_003,168,9.481681283959684,3.3300076564564827,18.1302116206307,4.200772067377159,64.06367275148155,0
C_00044,L_004,0,7.973374571314454,3.256913414814864,18.203295870423442,4.219101173490672,55.459462883662056,0
C_00044,L_004,24,8.504306419135514,3.334263524715353,17.782186440792294,4.291859669638977,54.74794260668923,0
C_00044,L_004,96,8.71311901897418,3.340421859962465,18.058962202287038,4.168477669343797,59.569124747616954,0
C_00044,L_004,168,8.640450295083161,3.2658814586949605,17.88487556789663,4.185312316240102,62.86832705796685,0
C_00045,L_005,0,9.03793768251914,3.305578050460154,18.2775663898604,4.1600115108532245,54.660645101022915,0
C_00045,L_005,24,9.365831219923928,3.2896915781948817,17.362421058331407,4.219895365518181,54.89295198371162,0
C_00045,L_005,96,9.221275808206075,3.30573704288659,18.33101239159277,4.22354688663968,60.12747233866779,0
C_00045,L_005,168,9.573851710216754,3.3082760038749046,17.863821108238298,4.195688393651014,63.758377780513676,0
C_00046,L_006,0,9.271054343464872,3.297256645459245,18.158724073361853,4.23067291487137,57.15324406552043,0
C_00046,L_006,24,9.219796512571522,3.3205938282969045,17.97332280928833,4.172971379687911,56.2882706820165,0
C_00046,L_006,96,9.795972923200429,3.3000748322799986,18.153094489590753,4.235374598259517,59.07406089242554,0
C_00046,L_006,168,10.303603821122632,3.3094710650864596,17.444334110889834,4.27269219164745,62.55019024452287,0
C_00047,L_007,0,7.90569055044806,3.301304332966438,17.876767272504193,4.186526721294377,53.74594754849644,0
C_00047,L_007,24,8.1941745545732,3.307901196766107,18.18442280579791,4.226788243862947,56.88649950143612,0
C_00047,L_007,96,8.197953034715981,3.245494748387763,18.01622696705901,4.208386109682455,57.04188456129564,0
C_00047,L_007,168,8.607881041378455,3.305069376206309,17.774837515171395,4.234406444501829,64.25463872974761,0
C_00048,L_008,0,7.985058811594884,3.3201419659810623,18.304830615911538,4.161808327314767,56.18336358035292,0
C_00048,L_008,24,8.30818004698924,3.302548147184316,17.656954443887557,4.167774616399835,57.31153009671803,0
C_00048,L_008,96,8.571046461063089,3.276109370814965,18.19688051187894,4.158901207416293,58.92623347914494,0
C_00048,L_008,168,8.784057406342022,3.3611282536264726,17.380207955015834,4.273880582659605,62.75511769867338,0
C_00049,L_009,0,8.654940517066239,3.2961578723909493,18.654322581655855,4.181741154231012,55.14201749606585,0
C_00049,L_009,24,8.575905299792353,3.2984937038399678,17.517616851469402,4.220343805956758,57.50153862947224,0
C_00049,L_009,96,9.028972343981742,3.295077857532402,17.498422366619433,4.1993997224293365,61.30557971974041,0
C_00049,L_009,168,9.229583493658907,3.305669651152728,18.593555938983627,4.32736843444918,61.08864688833417,0
C_00050,L_010,0,8.047165864036021,3.310814861293154,18.02786241765598,4.204415829024489,55.29250297648198,0
C_00050,L_010,24,7.96598008242796,3.2614093699369477,18.29396019747655,4.191074853539429,55.652857347465144,0
C_00050,L_010,96,8.64891897622607,3.3198733063228905,18.08116377436188,4.182329231105791,58.85612189184117,0
C_00050,L_010,168,9.36138949617675,3.312363916383071,18.43814858010484,4.264678399872552,64.47155154677874,0
C_00051,L_011,0,9.38460842468553,3.2725665581363237,18.315325420586813,4.145767441154938,55.718016456489856,0
C_00051,L_011,24,9.66002662053697,3.321005504067355,18.66932923035864,4.191275881795366,55.18933779670708,0
C_00051,L_011,96,9.785052373403913,3.3025507824310143,18.035544922353004,4.253918647721697,58.18872996189645,0
C_00051,L_011,168,10.294643434346161,3.2752843212641345,18.202642775119717,4.215124342007425,62.56647548999587,0
C_00052,L_012,0,7.9415027399201605,3.344283531056692,17.955699298961456,4.190244155592906,54.77898910418173,0
C_00052,L_012,24,7.917517678130957,3.293423164388591,17.69136629572051,4.257411160877969,53.62591599372497,0
C_00052,L_012,96,8.575427981223822,3.301542615851259,18.01675252638971,4.205019570662929,59.373503240953106,0
C_00052,L_012,168,8.917924131754782,3.2420097318312195,17.099304415002596,4.193273166757756,63.00455550194575,0
C_00053,L_013,0,8.471005253037795,3.325476092331044,18.46358793141873,4.207362313250862,55.56770463763297,0
C_00053,L_013,24,8.715302134071004,3.285962924330428,18.31401757755,4.206567382046004,57.298046229841354,0
C_00053,L_013,96,9.309527037538121,3.238728196786498,17.362042123428193,4.161088611516455,59.57303638753395,0
C_00053,L_013,168,9.376735331876885,3.2623168588056735,17.55667888546013,4.180566332859057,62.564087222917436,0
C_00054,L_014,0,10.1997518721979,3.2712699000702923,17.14134131404863,4.195324792543659,54.50590069877842,0
C_00054,L_014,24,10.44708707429767,3.2599948537739127,17.657111493760382,4.208087940954971,54.94543476296432,0
C_00054,L_014,96,11.128995039201518,3.266987775396074,18.384608578561004,4.176562960707355,60.01088008876929,0
C_00054,L_014,168,11.643425041467806,3.265590312523051,17.857711032938465,4.229614549682551,63.75942949752877,0
C_00055,L_015,0,9.170427705109802,3.293583647090006,18.337554815461626,4.2773517394075276,56.83813466872126,0
C_00055,L_015,24,8.870835293411103,3.276836672221071,18.668213454030234,4.159811615109352,58.495438663796776,0
C_00055,L_015,96,9.312758845314118,3.3105056677368645,17.953921482025006,4.182548883755206,57.984379211478554,0
C_00055,L_015,168,9.580451634126455,3.278012259283526,19.026734794774228,4.226900442847422,62.19094504593059,0
C_00056,L_016,0,9.067291621436652,3.2337072916270198,17.379895825418462,4.127575252800784,54.776851987376745,0
C_00056,L_016,24,9.07292579876533,3.3331238919845405,17.98000372453304,4.253765407635704,53.44311660931522,0
C_00056,L_016,96,9.706028230934738,3.2774775751173855,18.235777929386703,4.237719997934403,60.06460766370962,0
C_00056,L_016,168,9.942962137183939,3.3141546939643707,17.75270132049146,4.17008926270916,62.30802324931957,0
C_00057,L_017,0,7.618455518188784,3.3006646335331524,18.256741666262318,4.224727628586612,55.392411842547176,0
C_00057,L_017,24,8.086785555642777,3.274967714181086,18.75761379429211,4.180903796960629,58.005113287004136,0
C_00057,L_017,96,8.156623113064088,3.2896962655385757,17.18653641310128,4.201708848162776,60.825275946373885,0
C_00057,L_017,168,8.605955897354354,3.337919816428481,17.64139005481649,4.227078829700771,61.12874011763327,0
C_00058,L_018,0,8.090289047462603,3.343491201048275,17.782995384583685,4.23997345329898,55.929393644638445,0
C_00058,L_018,24,8.317276756138073,3.288821058566751,17.977698523101786,4.1975229019709,56.25975323840648,0
C_00058,L_018,96,8.523643729977902,3.3162562251394587,18.267099612707504,4.270050054728135,58.56816003361362,0
C_00058,L_018,168,8.567411348949419,3.309326307960854,17.719379689833804,4.215934212644582,64.73921376148357,0
C_00059,L_019,0,8.160930142557998,3.3298404642964092,17.023223065592063,4.119435896205388,55.43643778041155,0
C_00059,L_019,24,8.362601253593105,3.306261157506519,17.403121753506653,4.201213508708843,57.09786352912087,0
C_00059,L_019,96,8.954697506440791,3.30424266362857,17.80242574045278,4.1927885144966535,61.97563986391018,0
C_00059,L_019,168,9.307341492588902,3.3211370777120464,17.290971302773222,4.1885433243077275,60.44496253295998,0
C_00060,L_020,0,7.449582369538679,3.3153567609589265,18.339234781470157,4.189955896478524,55.06417795218628,0
C_00060,L_020,24,7.70910207920061,3.3308225483525673,16.74990257367214,4.188241920655116,53.166006930875696,0
C_00060,L_020,96,8.224328109499618,3.2831221511964133,18.181779309331024,4.231189845338193,58.155427637267856,0
C_00060,L_020,168,8.234023928686089,3.3094011092405653,17.331725034392655,4.26261654253175,65.20347100767603,0
C_00061,L_001,0,7.536324624188872,3.3057192507232234,18.435359822816256,4.211717352939892,54.97330264618095,0
C_00061,L_001,24,8.65734903949013,3.318550722574487,17.5120479124582,4.159152216590149,54.236180065842674,0
C_00061,L_001,96,11.31422460898325,3.3102992895531687,20.265344092001918,4.227313539711677,60.62328089632639,0
C_00061,L_001,168,14.339514344085313,3.2946548860477374,20.14095275637168,4.232111855929885,63.78946561251981,1
C_00062,L_002,0,9.088065716548442,3.3081710867597005,17.670471578369067,4.236637212091184,53.76112357653418,0
C_00062,L_002,24,9.21257126253747,3.314056821797862,17.41865297929574,4.2162479452995445,57.44045438955497,0
C_00062,L_002,96,11.09939050897755,3.290594697405413,17.77180262380729,4.192157829637624,67.58126005499238,0
C_00062,L_002,168,12.704861960792899,3.322907786026864,17.22005590355596,4.249480002016485,72.69524478634267,1
C_00063,L_003,0,8.353373024433107,3.3311408740042965,18.431815736587534,4.139409808968258,53.647614507758966,0
C_00063,L_003,24,8.296698529554197,3.2598682188216856,17.989066177303133,4.359581379561331,57.13780242813641,0
C_00063,L_003,96,8.584547203969246,3.3072807854211845,18.663125126513894,4.829041356396427,60.23871890001635,0
C_00063,L_003,168,8.824316762186353,3.295883724311401,17.211555642272863,5.218767322329293,59.55953405546071,1
C_00064,L_004,0,9.104282214773995,3.283202199408008,18.664827135376516,4.178297687195527,55.40368112642785,0
C_00064,L_004,24,9.003254588191808,3.346557939034872,18.271193600837925,4.194842863436847,56.697512129669896,0
C_00064,L_004,96,9.299136577058484,3.3295632685438163,,4.200408647969492,60.262084383428444,0
C_00064,L_004,168,9.661217046961184,3.31736676529071,18.115158082546902,4.241069925656121,62.41001326204142,0
C_00065,L_005,0,8.80519544881382,3.2608017395892372,18.567421795603344,4.254716298028839,54.49738150728995,0
C_00065,L_005,24,8.923210495900781,3.324887257073633,18.43701255307031,4.203263744623892,55.12026657569843,0
C_00065,L_005,96,8.838540243055398,3.309763264907988,18.630533823765255,4.215823997285886,59.31075718156616,0
